reviewId,userName,userImage,content,score,thumbsUpCount,at,text_length,CaseFolding,Cleaning,HapusEmoji,3/Lebih,normalisasi,Stemming,label,numerical_labels,predicted_label,predicted_label_text
d851908e-477d-4c22-bd50-7c62b960e169,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Program yg luar biasa membantu pelayan yg memudakn masyrakat brafo IKD dukcapil bisa3 x,5,0,2023-01-20 08:21:55,14,program yg luar biasa membantu pelayan yg memudakn masyrakat brafo ikd dukcapil bisa3 x,program membantu pelayan memudakn masyrakat brafo ikd x,program membantu pelayan memudakn masyrakat brafo ikd x,program membantu pelayan memudakn masyrakat brafo ikd x,program membantu pelayan memudakn masyrakat brafo ikd x,program bantu layan memudakn masyrakat brafo ikd x,positif,2,2,Positif
e3839b20-8957-4bc6-8a5c-c6a0e765cd61,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Merasa terbantu,3,0,2023-01-20 08:20:47,2,merasa terbantu,terbantu,terbantu,terbantu,membantu,bantu,positif,2,0,Negatif
f1d6806c-963f-473a-ae1f-c5762e1b3d76,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Aplikasi sangat berguna,1,0,2023-01-20 08:17:57,3,aplikasi sangat berguna,berguna,berguna,berguna,berguna,guna,positif,2,0,Negatif
3cb90a30-27f6-4a03-9a3a-ca664a89ec2b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Mantap,5,0,2023-01-20 08:17:22,1,mantap,mantap,mantap,mantap,mantap,mantap,positif,2,0,Negatif
ae0669ae-86d6-4fd2-9faa-dc8dd709e0f4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Keren,0,0,2023-01-20 08:16:39,1,keren,keren,keren,keren,keren,keren,netral,1,2,Positif
17124257-f5b2-403a-a2a5-fadb9147c693,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Identitas Kependudukan Digital Mantap. Dirjen Dukcapil - Kemendagri TOP Bangat,11,0,2023-01-20 08:13:17,10,identitas kependudukan digital mantap. dirjen dukcapil - kemendagri top bangat,identitas kependudukan digital mantap dirjen kemendagri top bangat,identitas kependudukan digital mantap dirjen kemendagri top bangat,identitas kependudukan digital mantap dirjen kemendagri top bangat,identitas kependudukan digital mantap dirjen kemendagri top banget,identitas duduk digital mantap dirjen kemendagri top banget,positif,2,1,Netral
abb7a3b5-7fde-42e3-b34e-3781e613db5a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aplikasinya membantu banget,-1,0,2023-01-20 08:11:11,3,aplikasinya membantu banget,aplikasinya membantu,aplikasinya membantu,aplikasinya membantu,aplikasi nya membantu,aplikasi nya bantu,negatif,0,0,Negatif
d05c0d65-4352-41f1-9928-e884b16938ee,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Sangat membantu,3,0,2023-01-20 08:09:54,2,sangat membantu,membantu,membantu,membantu,membantu,bantu,positif,2,2,Positif
ddee1b51-72cb-447e-a879-c3633f64b51e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Baguss dan mudah untuk digunakan,8,0,2023-01-20 08:03:53,5,baguss dan mudah untuk digunakan,baguss mudah,baguss mudah,baguss mudah,bagus mudah,bagus mudah,positif,2,2,Positif
345e005b-aece-4097-9792-22dadb08c404,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Sangat membantu,3,0,2023-01-20 08:02:54,2,sangat membantu,membantu,membantu,membantu,membantu,bantu,positif,2,0,Negatif
6b9455af-b0ae-40e3-9d2d-65e0d8dbb96d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mantap,5,0,2023-01-20 08:01:59,1,mantap,mantap,mantap,mantap,mantap,mantap,positif,2,0,Negatif
6680aa3e-ad42-4780-8c53-22450c874d35,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Aplikasi berjalan dengan baik,0,0,2023-01-20 08:01:54,4,aplikasi berjalan dengan baik,berjalan,berjalan,berjalan,berjalan,jalan,netral,1,2,Positif
68428452-c59f-4887-a4ce-f6e312d29551,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Good,4,0,2023-01-20 08:00:14,1,good,good,good,good,bagus,bagus,positif,2,2,Positif
4e41f7d7-65b8-413f-aa2e-5b86d34583a7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bagus sih mudah ga ribet,-2,0,2023-01-20 08:00:04,5,bagus sih mudah ga ribet,bagus mudah ga ribet,bagus mudah ga ribet,bagus mudah ga ribet,bagus mudah tidak rumit,bagus mudah tidak rumit,negatif,0,2,Positif
3da8073c-ef4c-4a6e-8b71-dfab65dcbaa5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Dukcapil mantap,5,0,2023-01-20 07:59:29,2,dukcapil mantap,mantap,mantap,mantap,mantap,mantap,positif,2,0,Negatif
125d9645-760a-49a3-9f44-c510aceae3a1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Praktis sekali,4,0,2023-01-20 07:58:31,2,praktis sekali,praktis,praktis,praktis,praktis,praktis,positif,2,0,Negatif
43f792d7-7443-4c33-8e86-698b898ae35c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Sangat membantu terima kasih dukcapil,7,0,2023-01-20 07:56:32,5,sangat membantu terima kasih dukcapil,membantu terima kasih,membantu terima kasih,membantu terima kasih,membantu terima kasih,bantu terima kasih,positif,2,2,Positif
24436ba4-05c4-4b17-8472-44367e39a95c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"terima kasih kepada disdukcapil jawa barat yang telah mendigitalisasikan ktp saya, pelayanannya sangat memuaskan dan nyaman.",15,0,2023-01-20 07:56:23,16,"terima kasih kepada disdukcapil jawa barat yang telah mendigitalisasikan ktp saya, pelayanannya sangat memuaskan dan nyaman.",terima kasih disdukcapil jawa barat mendigitalisasikan pelayanannya memuaskan nyaman,terima kasih disdukcapil jawa barat mendigitalisasikan pelayanannya memuaskan nyaman,terima kasih disdukcapil jawa barat mendigitalisasikan pelayanannya memuaskan nyaman,terima kasih disdukcapil jawa barat mendigitalisasikan pelayanannya memuaskan nyaman,terima kasih disdukcapil jawa barat digitalisasi layan muas nyaman,positif,2,1,Netral
7a62efea-f143-4ffd-bb35-0435af217e85,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bagus Untuk pengembangan KTP kedepannya karena sudah digital. Semoga bisa lebih baik lagi kedepannya,7,1,2023-01-20 07:55:28,14,bagus untuk pengembangan ktp kedepannya karena sudah digital. semoga bisa lebih baik lagi kedepannya,bagus pengembangan kedepannya digital kedepannya,bagus pengembangan kedepannya digital kedepannya,bagus pengembangan kedepannya digital kedepannya,bagus pengembangan kedepannya digital kedepannya,bagus kembang depan digital depan,positif,2,2,Positif
45c5aeca-7e93-4071-b3d3-4420dffb8d73,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Aplikasi ini sangat memudahkan masyarakat...,4,0,2023-01-20 07:55:25,5,aplikasi ini sangat memudahkan masyarakat...,memudahkan masyarakat,memudahkan masyarakat,memudahkan masyarakat,memudahkan masyarakat,mudah masyarakat,positif,2,0,Negatif
453b9a74-2d10-4f86-86e3-e1bc037c44e6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus bangettt,5,0,2023-01-20 07:53:16,2,bagus bangettt,bagus bangettt,bagus bangettt,bagus banget,bagus banget,bagus banget,positif,2,0,Negatif
ac8bba8c-d8e4-4640-bf39-9fdf65bcc3c5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Alhamdulillah .. semua nya berjalan dengan baik dan lancar ,",9,0,2023-01-20 07:53:02,10,"alhamdulillah .. semua nya berjalan dengan baik dan lancar ,",alhamdulillah berjalan lancar,alhamdulillah berjalan lancar,alhamdulillah berjalan lancar,alhamdulillah berjalan lancar,alhamdulillah jalan lancar,positif,2,2,Positif
d6b2df40-dbff-45f5-bbf4-894b8afa5d84,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,IKD Mantap👍👍👍,5,0,2023-01-20 07:50:26,2,ikd mantap👍👍👍,ikd mantap,ikd mantap,ikd mantap,ikd mantap,ikd mantap,positif,2,2,Positif
bc417756-871c-4513-a973-f3ea1be18db9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Terimakasih,4,0,2023-01-20 07:50:19,1,terimakasih,terimakasih,terimakasih,terimakasih,terima kasih,terima kasih,positif,2,2,Positif
68dfe869-9931-499f-92b8-180d37e5d324,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Mantap IKD 👍👍,5,0,2023-01-20 07:50:18,3,mantap ikd 👍👍,mantap ikd,mantap ikd,mantap ikd,mantap ikd,mantap ikd,positif,2,0,Negatif
161e2ac8-05f1-4896-a535-15d98c00e3e3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,wah bagus banget,4,0,2023-01-20 07:49:10,3,wah bagus banget,bagus,bagus,bagus,bagus,bagus,positif,2,2,Positif
eac7e848-0b0c-4630-8792-758ad641e5ae,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Aplikasinya bagus,0,0,2023-01-20 07:47:37,2,aplikasinya bagus,aplikasinya bagus,aplikasinya bagus,aplikasinya bagus,aplikasi nya bagus,aplikasi nya bagus,netral,1,2,Positif
0bdc2143-c43b-4bf7-979b-e19f92b5725a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Aplikasi ini sangat membantu untuk data² pribadi kita,0,0,2023-01-20 07:45:59,8,aplikasi ini sangat membantu untuk data² pribadi kita,membantu data² pribadi,membantu data pribadi,membantu data pribadi,membantu data pribadi,bantu data pribadi,netral,1,0,Negatif
9f1ce56d-7168-48fc-84b4-e88d315918a9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Apk nya sangat berguna Utk mempermudahkan saya,5,0,2023-01-20 07:43:02,7,apk nya sangat berguna utk mempermudahkan saya,berguna utk mempermudahkan,berguna utk mempermudahkan,berguna utk mempermudahkan,berguna untuk memudahkan,guna untuk mudah,positif,2,0,Negatif
f4477125-75b3-4b14-b7f6-b07b27c1358f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Simple ngga usah buka dompet,1,0,2023-01-20 07:40:37,5,simple ngga usah buka dompet,simple ngga buka dompet,simple ngga buka dompet,simple ngga buka dompet,simpel tidak buka dompet,simpel tidak buka dompet,positif,2,2,Positif
0a2e548c-520a-478c-bb1e-0d9dbc57652c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Aplikasi mantap bagus memudahkan,13,0,2023-01-20 07:39:47,4,aplikasi mantap bagus memudahkan,mantap bagus memudahkan,mantap bagus memudahkan,mantap bagus memudahkan,mantap bagus memudahkan,mantap bagus mudah,positif,2,1,Netral
bd7cec4c-f1a0-426f-ae8c-5c2cc965163d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Pendaftaran mudah di disdukcapil #3277,5,0,2023-01-20 07:38:08,5,pendaftaran mudah di disdukcapil #3277,pendaftaran mudah disdukcapil,pendaftaran mudah disdukcapil,pendaftaran mudah disdukcapil,pendaftaran mudah disdukcapil,daftar mudah disdukcapil,positif,2,2,Positif
f329ca19-9a10-4032-bc5c-05a475b9a2d3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"aplikasinya udah bagus, dengan aplikasi ini bisa memudahkan membantu masyarakat. Tingkatkan lagi agar masyarakat tidak ada keluhan dari masyarakat",8,0,2023-01-20 07:35:38,19,"aplikasinya udah bagus, dengan aplikasi ini bisa memudahkan membantu masyarakat. tingkatkan lagi agar masyarakat tidak ada keluhan dari masyarakat",aplikasinya bagus memudahkan membantu masyarakat tingkatkan masyarakat keluhan masyarakat,aplikasinya bagus memudahkan membantu masyarakat tingkatkan masyarakat keluhan masyarakat,aplikasinya bagus memudahkan membantu masyarakat tingkatkan masyarakat keluhan masyarakat,aplikasi nya bagus memudahkan membantu masyarakat tingkatkan masyarakat keluhan masyarakat,aplikasi nya bagus mudah bantu masyarakat tingkat masyarakat keluh masyarakat,positif,2,0,Negatif
b07472c2-74a3-4395-8a62-bb0a10118c49,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Aplikasinya berguna,-3,0,2023-01-20 07:33:47,2,aplikasinya berguna,aplikasinya berguna,aplikasinya berguna,aplikasinya berguna,aplikasi nya berguna,aplikasi nya guna,negatif,0,0,Negatif
27d0599b-8ffe-4063-aaa5-15a30a532409,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Terimakasih kak,4,0,2023-01-20 07:33:43,2,terimakasih kak,terimakasih kak,terimakasih kak,terimakasih kak,terima kasih kak,terima kasih kak,positif,2,0,Negatif
94d043f7-a0d2-4bea-9e1a-ff4fea9f49a8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Sangat bermanfaat,5,0,2023-01-20 07:32:49,2,sangat bermanfaat,bermanfaat,bermanfaat,bermanfaat,bermanfaat,manfaat,positif,2,0,Negatif
e29b2831-c814-467a-8098-0e9ca0e29e10,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Keren aplikasinya,-4,0,2023-01-20 07:31:29,2,keren aplikasinya,keren aplikasinya,keren aplikasinya,keren aplikasinya,keren aplikasi nya,keren aplikasi nya,negatif,0,2,Positif
068b5359-17ec-424d-ad94-b9ac43a57c8c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bagus,4,0,2023-01-20 07:31:24,1,bagus,bagus,bagus,bagus,bagus,bagus,positif,2,0,Negatif
a2257d31-f93c-4495-9778-16a0716c77b7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Dangke banyak kaka,0,0,2023-01-20 07:30:19,3,dangke banyak kaka,dangke kaka,dangke kaka,dangke kaka,dangke kakak,dangke kakak,netral,1,2,Positif
a3cf7e59-388f-48aa-abe7-4a55ad62652e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Mantap,5,0,2023-01-20 07:27:43,1,mantap,mantap,mantap,mantap,mantap,mantap,positif,2,0,Negatif
276ca79e-338e-42ef-8adb-b938e1ed5ae2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Membantu masyarakat agar lebih efisien,7,0,2023-01-20 07:26:58,5,membantu masyarakat agar lebih efisien,membantu masyarakat efisien,membantu masyarakat efisien,membantu masyarakat efisien,membantu masyarakat efisien,bantu masyarakat efisien,positif,2,0,Negatif
5ed1af7d-35e1-4f2a-bf92-8cda1d954b7b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Terima Kasih Pak Jokowi, Semoga selalu berjaya di masa yg akan datang, info dan apps ini sungguh sangat berarti serta bermanfaat bagi kita semua warga dan rakyat Indonesia....Monggo, Salam Rahayu Indonesia (SRI).",19,0,2023-01-20 07:18:44,32,"terima kasih pak jokowi, semoga selalu berjaya di masa yg akan datang, info dan apps ini sungguh sangat berarti serta bermanfaat bagi kita semua warga dan rakyat indonesia....monggo, salam rahayu indonesia (sri).",terima kasih jokowi berjaya info apps sungguh bermanfaat warga rakyat indonesiamonggo salam rahayu indonesia sri,terima kasih jokowi berjaya info apps sungguh bermanfaat warga rakyat indonesiamonggo salam rahayu indonesia sri,terima kasih jokowi berjaya info apps sungguh bermanfaat warga rakyat indonesiamonggo salam rahayu indonesia sri,terima kasih jokowi berjaya informasi aplikasi sungguh bermanfaat warga rakyat indonesiamonggo salam rahayu indonesia sri,terima kasih jokowi jaya informasi aplikasi sungguh manfaat warga rakyat indonesiamonggo salam rahayu indonesia sri,positif,2,0,Negatif
f13641bb-c432-474d-8a75-69def6dc1e99,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Mantul,7,0,2023-01-20 06:58:58,1,mantul,mantul,mantul,mantul,mantap betul,mantap betul,positif,2,2,Positif
f5bd0fbc-55dc-4e16-9355-57181a2f2a71,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Kereeeennnn....,0,0,2023-01-20 06:55:26,1,kereeeennnn....,kereeeennnn,kereeeennnn,keren,keren,keren,netral,1,0,Negatif
c354f9e7-c802-4855-a9a1-392ee43356ec,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat membantu dalam berbagai urusan,3,0,2023-01-20 06:54:51,5,sangat membantu dalam berbagai urusan,membantu urusan,membantu urusan,membantu urusan,membantu urusan,bantu urus,positif,2,1,Netral
addecab2-1b8e-440b-a7af-62f387043f0a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Mantap,5,0,2023-01-20 06:53:41,1,mantap,mantap,mantap,mantap,mantap,mantap,positif,2,0,Negatif
7ce0bbd4-148c-46ff-92fd-dc9ce492266e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Sangat membantu dan memudahkan memiliki dokumen,8,0,2023-01-20 06:50:43,6,sangat membantu dan memudahkan memiliki dokumen,membantu memudahkan memiliki dokumen,membantu memudahkan memiliki dokumen,membantu memudahkan memiliki dokumen,membantu memudahkan memiliki dokumen,bantu mudah milik dokumen,positif,2,2,Positif
505e4d1f-c5a7-4264-acc3-d71c7aa1485a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"#3277 Pelayan cepat, ramah, exelent, kren sekarang ktp sdh bisa tampil di hand phone",14,0,2023-01-20 06:49:42,14,"#3277 pelayan cepat, ramah, exelent, kren sekarang ktp sdh bisa tampil di hand phone",pelayan cepat ramah exelent kren sdh tampil hand phone,pelayan cepat ramah exelent kren sdh tampil hand phone,pelayan cepat ramah exelent kren sdh tampil hand phone,pelayan cepat ramah exelent kren sudah tampil hand phone,layan cepat ramah exelent kren sudah tampil hand phone,positif,2,2,Positif
b0774f2c-30f1-4ef4-88ab-27fc7c11b1fd,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Memudahkan masyarakat,4,0,2023-01-20 06:49:00,2,memudahkan masyarakat,memudahkan masyarakat,memudahkan masyarakat,memudahkan masyarakat,memudahkan masyarakat,mudah masyarakat,positif,2,2,Positif
1026065a-9c17-4985-96d9-26a026254b20,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aplikasi sangat membantu dan memudahkan,7,0,2023-01-20 06:48:42,5,aplikasi sangat membantu dan memudahkan,membantu memudahkan,membantu memudahkan,membantu memudahkan,membantu memudahkan,bantu mudah,positif,2,2,Positif
54a5af0c-7c08-421b-b34a-22c5fed7dd08,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Mantap,5,0,2023-01-20 06:43:12,1,mantap,mantap,mantap,mantap,mantap,mantap,positif,2,2,Positif
e2e2a48c-650d-4c49-89e6-64a3c3c9acec,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Aplikasi yg bermanfaat memudahkan mengecek data kita dimanapun kapanmu bisa dilakukan.. terima kasih disdukcapil 😊,10,0,2023-01-20 06:41:05,15,aplikasi yg bermanfaat memudahkan mengecek data kita dimanapun kapanmu bisa dilakukan.. terima kasih disdukcapil 😊,bermanfaat memudahkan mengecek data dimanapun kapanmu terima kasih disdukcapil,bermanfaat memudahkan mengecek data dimanapun kapanmu terima kasih disdukcapil,bermanfaat memudahkan mengecek data dimanapun kapanmu terima kasih disdukcapil,bermanfaat memudahkan mengecek data dimanapun kapanmu terima kasih disdukcapil,manfaat mudah ecek data mana kapan terima kasih disdukcapil,positif,2,0,Negatif
2b39368d-0be8-40cc-912d-93b25f721f94,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Pelayanan mantab.,7,0,2023-01-20 06:40:26,2,pelayanan mantab.,pelayanan mantab,pelayanan mantab,pelayanan mantab,pelayanan mantap,layan mantap,positif,2,0,Negatif
2df80185-4f91-42ed-b79e-73658004434c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Keren,0,0,2023-01-20 06:39:57,1,keren,keren,keren,keren,keren,keren,netral,1,2,Positif
c09677ef-f26a-405c-93c2-9af4d1e9c236,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bagus.. sangat bermanfaat,9,0,2023-01-20 06:38:40,3,bagus.. sangat bermanfaat,bagus bermanfaat,bagus bermanfaat,bagus bermanfaat,bagus bermanfaat,bagus manfaat,positif,2,0,Negatif
